1	1
2	2
3	3
4	3
5	3
6	4
7	4
8	4
9	4
10	5
11	4
12	5
13	4
14	5
15	4
16	5
17	5
18	5
19	6
20	5
21	6
22	5
23	6
24	5
25	6
26	5
27	6
28	6
29	5
30	6
31	5
32	6
33	5
34	6
35	6
36	7
37	6
38	7
39	6
40	7
41	6
42	7
43	6
44	7
45	6
46	7
47	6
48	7
49	6
50	7
51	6
52	7
53	6
54	7
55	6
56	6
57	7
58	6
59	7
60	6
61	7
62	6
63	7
64	6
65	7
66	7
67	7
68	7
69	7
70	8
71	8
72	7
73	7
74	8
75	8
76	7
77	7
78	8
79	8
80	7
81	7
82	8
83	8
84	7
85	7
86	8
87	8
88	7
89	8
90	8
91	8
92	7
93	7
94	8
95	8
96	7
97	7
98	8
99	8
100	7
105	7
110	8
115	8
120	7
125	8
130	7
135	9
140	8
145	8
150	9
155	8
160	9
165	8
170	9
175	8
180	9
185	8
190	9
195	9
200	9
205	8
210	9
215	8
220	9
225	8
230	9
235	8
240	9
245	8
250	9
255	8
260	9
265	9
270	9
275	10
280	9
285	10
290	9
295	10
300	9
305	10
310	9
315	9
320	10
325	10
330	9
335	10
340	9
345	10
350	9
355	10
360	9
365	10
370	9
375	10
380	9
385	9
390	10
395	10
400	9
405	9
410	9
415	9
420	9
425	10
430	9
435	9
440	9
445	9
450	9
455	9
460	9
465	9
470	9
475	9
480	9
485	9
490	9
495	9
500	9
505	9
510	9
515	9
520	10
525	10
530	10
535	10
540	10
545	10
550	10
555	10
560	10
565	10
570	10
575	10
580	10
585	11
590	10
595	10
600	10
605	10
610	10
615	10
620	10
625	11
630	10
635	10
640	10
645	10
650	10
655	10
660	10
665	10
670	10
675	10
680	10
685	10
690	10
695	10
700	10
705	10
710	10
715	10
720	10
725	10
730	10
735	11
740	10
745	10
750	10
755	10
760	10
765	10
770	10
775	10
780	10
785	11
790	10
795	10
800	10
805	10
810	10
815	10
820	10
825	11
830	10
835	10
840	10
845	10
850	10
855	10
860	10
865	11
870	11
875	10
880	11
885	10
890	11
895	10
900	11
905	11
910	10
915	10
920	10
925	10
930	10
935	10
940	10
945	11
950	10
955	10
960	10
965	10
970	10
975	10
980	10
985	11
990	10
995	11
1000	10
1200	11
1400	11
1600	12
1800	11
2000	11
2200	13
2400	12
2600	12
2800	12
3000	13
3200	12
3400	12
3600	12
3800	12
4000	12
4200	14
4400	13
4600	13
4800	13
5000	13
5200	13
5400	13
5600	13
5800	14
6000	13
6200	14
6400	13
6600	14
6800	14
7000	14
7200	14
7400	14
7600	13
7800	13
8000	13
8200	13
8400	14
8600	14
8800	15
9000	14
9200	14
9400	14
9600	15
9800	14
10000	15
10200	14
10400	14
10600	14
10800	14
11000	14
11200	14
11400	14
11600	14
11800	14
12000	14
12200	14
12400	14
12600	14
12800	16
13000	14
13200	14
13400	14
13600	14
13800	15
14000	15
14200	14
14400	14
14600	14
14800	15
15000	15
15200	14
15400	14
15600	14
15800	14
16000	14
16200	14
16400	14
16600	15
16800	16
17000	15
17200	15
17400	15
17600	15
17800	15
18000	15
18200	15
18400	15
18600	15
18800	15
19000	15
19200	15
19400	15
19600	15
19800	15
20000	15
20200	15
20400	15
20600	15
20800	15
21000	15
21200	15
21400	15
21600	15
21800	15
22000	16
22200	15
22400	15
22600	15
22800	15
23000	15
23200	15
23400	15
23600	15
23800	16
24000	15
24200	15
24400	15
24600	15
24800	15
25000	16
25200	15
25400	15
25600	15
25800	15
26000	15
26200	15
26400	16
26600	16
26800	15
27000	15
27200	15
27400	15
27600	15
27800	15
28000	15
28200	15
28400	15
28600	15
28800	16
29000	16
29200	15
29400	15
29600	15
29800	16
30000	15
30200	15
30400	15
30600	15
30800	16
31000	15
31200	15
31400	15
31600	15
31800	15
32000	15
32200	15
32400	15
32600	15
32800	15
33000	16
33200	16
33400	16
33600	16
33800	16
34000	16
34200	16
34400	16
34600	17
34800	17
35000	17
35200	16
35400	16
35600	16
35800	16
36000	16
36200	16
36400	16
36600	16
36800	16
37000	16
37200	16
37400	16
37600	16
37800	16
38000	16
38200	17
38400	16
38600	17
38800	17
39000	17
39200	17
39400	16
39600	16
39800	16
40000	16
40200	16
40400	16
40600	16
40800	16
41000	16
41200	16
41400	16
41600	16
41800	16
42000	16
42200	16
42400	16
42600	16
42800	16
43000	16
43200	16
43400	16
43600	16
43800	16
44000	16
44200	16
44400	16
44600	16
44800	16
45000	16
45200	16
45400	16
45600	16
45800	17
46000	16
46200	16
46400	16
46600	16
